TICKETNO,ADV_DATE,BRANCHID,ADV_AMOUNT,NETWEIGHT,CAP_AMOUNT,ACCR_INTEREST,CAPITAL_PAY,AVG_KARATAGE,PRODUCTINTEREST,PRODUCTNAME,GENDER,SECTOR_DESC,SUBSECTOR_DESC,TICKET_AGE,CLASSIFI_BUCKET
40095548,31-Oct-22,4,30100,2.47,30100,309.25,0,21,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179907,31-Oct-22,6,66116.11,10.36,66116.11,679.28,0,21,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
30070656,31-Oct-22,3,180000,14.8,180000,1849.32,0,21,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
100329012,31-Oct-22,10,123539,15.62,123539,1269.24,0,19,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
50158494,31-Oct-22,5,130000,13.93,130000,1335.62,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
60179892,31-Oct-22,6,25100,2.5,25100,257.88,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
80102482,31-Oct-22,8,62100,6.75,62100,638.01,0,16,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
40095546,31-Oct-22,4,172100,18.21,172100,1768.15,0,16,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
80102490,31-Oct-22,8,250100,33.42,250100,2569.52,0,18,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
100329001,31-Oct-22,10,200200,24.21,200200,2056.85,0,16,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179880,31-Oct-22,6,32472.56,4,32472.56,333.62,0,14,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
80102485,31-Oct-22,8,90100,8.81,90100,925.68,0,18,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
40095552,31-Oct-22,4,90100,10.57,90100,925.68,0,18,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
50158492,31-Oct-22,5,250000,32.98,250000,2568.49,0,22,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
90034680,31-Oct-22,9,50100.01,4.8,50100.01,514.73,0,18.5,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199072,31-Oct-22,7,107517.03,11.04,107517.03,1104.63,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
70199056,31-Oct-22,7,66775.96,6.37,66775.96,686.05,0,18,25,Pawning - Normal Scheme,F,Agriculture,Fishery,0,1A
40095557,31-Oct-22,4,60100,7.78,60100,617.47,0,20,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179883,31-Oct-22,6,49100,4.04,49100,504.45,0,21,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
70199060,31-Oct-22,7,500000,54.4,500000,5136.99,0,16.67,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
30070657,31-Oct-22,3,72570,6.3,72570,745.58,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
60179901,31-Oct-22,6,164365,13.45,164365,1688.68,0,21,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
60179882,31-Oct-22,6,67196.32,8.23,67196.32,690.37,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
60179893,31-Oct-22,6,135100,12.29,135100,1388.01,0,19,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
80102483,31-Oct-22,8,40100,3.74,40100,411.99,0,21,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
70199069,31-Oct-22,7,30533.97,5.11,30533.97,313.71,0,22,25,Pawning - Normal Scheme,M,Agriculture,Other Crops,0,1A
70199036,31-Oct-22,7,410598.79,38.83,410598.79,4218.48,0,18.5,25,Pawning - Normal Scheme,M,Agriculture,Other Crops,0,1A
80102481,31-Oct-22,8,25100,8.9,25100,257.88,0,16,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
40095564,31-Oct-22,4,930100,79.85,930100,9555.82,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
30070653,31-Oct-22,3,120000,10.73,120000,1232.88,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
60179891,31-Oct-22,6,120100,12.1,120100,1233.9,0,21,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
60179895,31-Oct-22,6,70100,7.12,70100,720.21,0,17,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
50158506,31-Oct-22,5,40100,6.19,40100,411.99,0,21,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
70199034,31-Oct-22,7,143100,12.98,143100,1470.21,0,19,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
50158509,31-Oct-22,5,18500,7.91,18500,190.07,0,20,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
40095554,31-Oct-22,4,100100,9.95,100100,1028.42,0,18,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
30070654,31-Oct-22,3,125000,9.9,125000,1284.25,0,22,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
70199032,31-Oct-22,7,97842.47,8.03,97842.47,1005.23,0,21,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
80102493,31-Oct-22,8,230100,23.4,230100,2364.04,0,18,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
20026705,31-Oct-22,2,169982,15.2,169982,1746.39,0,20,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
80102492,31-Oct-22,8,167100,16,167100,1716.78,0,18,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
60179913,31-Oct-22,6,182100,16.76,182100,1870.89,0,18.5,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
10040410,31-Oct-22,1,183000,15.09,183000,1880.14,0,21,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
10040411,31-Oct-22,1,60000,5.46,60000,616.44,0,19,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
50158504,31-Oct-22,5,100100,11.71,100100,1028.42,0,20,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
60179903,31-Oct-22,6,127199.58,13.75,127199.58,1306.85,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
70199064,31-Oct-22,7,89100,8.5,89100,915.41,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
40095547,31-Oct-22,4,145100,11.87,145100,1490.75,0,21,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
70199028,31-Oct-22,7,38348.22,3.49,38348.22,393.99,0,20,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
60179888,31-Oct-22,6,209529.19,18,209529.19,2152.7,0,20,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179909,31-Oct-22,6,770100,73.44,770100,7911.99,0,18,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
100328997,31-Oct-22,10,900200,83.04,900200,9248.63,0,19,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
100329021,31-Oct-22,10,260099.99,22.92,260099.99,2672.26,0,19.33,25,Pawning - Normal Scheme,M,Agriculture,Tea,0,1A
60179884,31-Oct-22,6,450120.07,42.49,450120.07,4624.51,0,18.17,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
40095559,31-Oct-22,4,70100,9.75,70100,720.21,0,16,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
100328995,31-Oct-22,10,157660,15.83,157660,1619.79,0,18,25,Pawning - Normal Scheme,M,Agriculture,Tea,0,1A
40095561,31-Oct-22,4,260399.37,25.65,260399.37,2675.34,0,18,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179886,31-Oct-22,6,80951.37,8.06,80951.37,831.69,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
60179912,31-Oct-22,6,35100,4.25,35100,360.62,0,19,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
50158496,31-Oct-22,5,559687.37,47.35,559687.37,5750.22,0,19.8,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
60179881,31-Oct-22,6,77100,7.02,77100,792.12,0,21,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
30070648,31-Oct-22,3,81048,12.3,81048,832.68,0,20,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
40095556,31-Oct-22,4,110100,9,110100,1131.16,0,21,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
60179898,31-Oct-22,6,260100,30.85,260100,2672.26,0,19,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
50158500,31-Oct-22,5,440627.96,51.41,440627.96,4527,0,18,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
50158501,31-Oct-22,5,120100,12.54,120100,1233.9,0,19,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
100328991,31-Oct-22,10,183100,15,183100,1881.16,0,21,25,Pawning - Normal Scheme,F,Agriculture,Rubber,0,1A
60179902,31-Oct-22,6,125100,10.23,125100,1285.27,0,21,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
60179885,31-Oct-22,6,70100,7.6,70100,720.21,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
30070645,31-Oct-22,3,200000,22.98,200000,2054.79,0,21,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
70199035,31-Oct-22,7,317080.4,30.24,317080.4,3257.68,0,19,25,Pawning - Normal Scheme,M,Agriculture,Other Crops,0,1A
100329006,31-Oct-22,10,60210,6.05,60210,618.6,0,18,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
100329024,31-Oct-22,10,150200,14.22,150200,1543.15,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
70199062,31-Oct-22,7,70100,6.04,70100,720.21,0,20,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
70199047,31-Oct-22,7,31100,2.48,31100,319.52,0,22,25,Pawning - Normal Scheme,M,Agriculture,Fishery,0,1A
70199061,31-Oct-22,7,102100,8.02,102100,1048.97,0,22,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
100328990,31-Oct-22,10,32740,5.56,32740,336.37,0,18,25,Pawning - Normal Scheme,M,Agriculture,Tea,0,1A
30070658,31-Oct-22,3,100000,10.04,100000,1027.4,0,21,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199039,31-Oct-22,7,71246.06,10.12,71246.06,731.98,0,18,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
40095555,31-Oct-22,4,231066.18,22.23,231066.18,2373.97,0,18,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
60179911,31-Oct-22,6,60100,7.4,60100,617.47,0,20,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
100329037,31-Oct-22,10,76120,12.15,76120,782.05,0,18,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
100329036,31-Oct-22,10,40100,3.89,40100,411.99,0,18,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
60179889,31-Oct-22,6,100100,18.86,100100,1028.42,0,16,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
70199059,31-Oct-22,7,101125.34,12.53,101125.34,1038.96,0,21,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
70199045,31-Oct-22,7,28133.54,6.96,28133.54,289.04,0,14,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
100329035,31-Oct-22,10,247100,20.23,247100,2538.7,0,21,25,Pawning - Normal Scheme,M,Agriculture,Tea,0,1A
50158498,31-Oct-22,5,50000,5.46,50000,513.7,0,16.5,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
40095560,31-Oct-22,4,298340.7,25.77,298340.7,3065.14,0,21,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
80102494,31-Oct-22,8,45100,5.96,45100,463.36,0,19,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179910,31-Oct-22,6,22100,2.42,22100,227.05,0,16,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
10040409,31-Oct-22,1,20000,5.41,20000,205.48,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
80102478,31-Oct-22,8,112335.66,16.33,112335.66,1154.13,0,20,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179908,31-Oct-22,6,200100,20.03,200100,2055.82,0,19.5,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
70199055,31-Oct-22,7,100100,16.04,100100,1028.42,0,22,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
40095550,31-Oct-22,4,188100,15.41,188100,1932.53,0,21,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199046,31-Oct-22,7,60100,7.07,60100,617.47,0,18,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
100329002,31-Oct-22,10,15100,3.5,15100,155.14,0,18,25,Pawning - Normal Scheme,M,Agriculture,Tea,0,1A
50158493,31-Oct-22,5,47000,4.5,47000,482.88,0,18,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
100328998,31-Oct-22,10,1289149.99,109.57,1289149.99,13244.7,0,20,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
80102489,31-Oct-22,8,330169.94,31.83,330169.94,3392.16,0,19,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179899,31-Oct-22,6,105100,10.05,105100,1079.79,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
100329020,31-Oct-22,10,487575,47.85,487575,5009.33,0,18,25,Pawning - Normal Scheme,F,Agriculture,Rubber,0,1A
70199037,31-Oct-22,7,82996.13,23.72,82996.13,852.7,0,21,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
100329013,31-Oct-22,10,38220,8.82,38220,392.67,0,14,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
20026702,31-Oct-22,2,20000,3.2,20000,205.48,0,20,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
90034678,31-Oct-22,9,100100,10.27,100100,1028.42,0,17,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
100329015,31-Oct-22,10,60100,12.65,60100,617.47,0,16,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
100329009,31-Oct-22,10,56915,8.33,56915,584.74,0,16,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
30070655,31-Oct-22,3,110108,13.65,110108,1131.25,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
70199065,31-Oct-22,7,252377.28,23.2,252377.28,2592.92,0,21,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
100329007,31-Oct-22,10,22100,2.8,22100,227.05,0,14,25,Pawning - Normal Scheme,F,Agriculture,Rubber,0,1A
60179890,31-Oct-22,6,193514.04,18,193514.04,1988.16,0,18.5,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
100329005,31-Oct-22,10,145550,15.11,145550,1495.38,0,17,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
100329003,31-Oct-22,10,39610,3.8,39610,406.95,0,18,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
50158507,31-Oct-22,5,278590.16,39.2,278590.16,2862.24,0,19.67,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
70199057,31-Oct-22,7,93884.27,9,93884.27,964.56,0,18,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
50158503,31-Oct-22,5,20100,2.5,20100,206.51,0,14,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
60179900,31-Oct-22,6,58857.74,7.54,58857.74,604.7,0,19,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
100329014,31-Oct-22,10,83355,11.42,83355,856.39,0,18,25,Pawning - Normal Scheme,F,Agriculture,Rubber,0,1A
80102487,31-Oct-22,8,350100,40.3,350100,3596.92,0,21,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
90034676,31-Oct-22,9,41100,3.8,41100,422.26,0,19,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
30070649,31-Oct-22,3,295000,24.78,295000,3030.82,0,19,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
30070651,31-Oct-22,3,100000,8.33,100000,1027.4,0,21,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
100329034,31-Oct-22,10,69143,8.2,69143,710.37,0,18,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199070,31-Oct-22,7,314701.03,29.42,314701.03,3233.23,0,20.5,25,Pawning - Normal Scheme,F,Agriculture,Other Crops,0,1A
80102479,31-Oct-22,8,103695.38,21.09,103695.38,1065.36,0,16,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
80102491,31-Oct-22,8,136100,12.33,136100,1398.29,0,19,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199068,31-Oct-22,7,66868.11,5.9,66868.11,687,0,20,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
60179905,31-Oct-22,6,124714.01,12.13,124714.01,1281.31,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
50158489,31-Oct-22,5,1655576.52,154.83,1655576.52,17009.34,0,18.4,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
100329029,31-Oct-22,10,20379,2.22,20379,209.37,0,16,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
50158488,31-Oct-22,5,199179.16,22.46,199179.16,2046.36,0,21.5,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
60179904,31-Oct-22,6,150768.73,13.94,150768.73,1548.99,0,18.5,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
40095545,31-Oct-22,4,750100,67.99,750100,7706.52,0,17.5,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
80102484,31-Oct-22,8,55100,6.21,55100,566.1,0,16,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199050,31-Oct-22,7,39243.93,7.13,39243.93,403.19,0,19,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
100329022,31-Oct-22,10,184015,17.6,184015,1890.57,0,18,25,Pawning - Normal Scheme,F,Agriculture,Rubber,0,1A
100329023,31-Oct-22,10,99100,8.5,99100,1018.15,0,20,25,Pawning - Normal Scheme,F,Agriculture,Rubber,0,1A
100329008,31-Oct-22,10,394188,36.36,394188,4049.88,0,19,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
100329019,31-Oct-22,10,150000,16.16,150000,1541.1,0,18,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
60179887,31-Oct-22,6,85250,7.53,85250,875.86,0,20,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
100329011,31-Oct-22,10,42825,8.35,42825,439.98,0,14,25,Pawning - Normal Scheme,M,Agriculture,Rubber,0,1A
80102480,31-Oct-22,8,74399.53,16,74399.53,764.38,0,18,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
40095553,31-Oct-22,4,141332.3,13.6,141332.3,1452.04,0,18,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
100328992,31-Oct-22,10,50000,6.58,50000,513.7,0,18,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
100329033,31-Oct-22,10,70700,7.65,70700,726.37,0,18,25,Pawning - Normal Scheme,M,Agriculture,Rubber,0,1A
50158490,31-Oct-22,5,80000,7.99,80000,821.92,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
20026701,31-Oct-22,2,112000,10.36,112000,1150.68,0,20,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
30070650,31-Oct-22,3,280000,23.65,280000,2876.71,0,20.67,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199049,31-Oct-22,7,250100,20.94,250100,2569.52,0,21,25,Pawning - Normal Scheme,F,Agriculture,Other Crops,0,1A
90034677,31-Oct-22,9,68100,6.8,68100,699.66,0,17,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199042,31-Oct-22,7,61511.06,7.33,61511.06,631.96,0,20,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
100329000,31-Oct-22,10,75200,7.5,75200,772.6,0,21,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
90034679,31-Oct-22,9,46100,3.97,46100,473.63,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
40095558,31-Oct-22,4,102452.42,11.86,102452.42,1052.59,0,15,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179906,31-Oct-22,6,217100,18.64,217100,2230.48,0,20,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
100329004,31-Oct-22,10,82200,7.88,82200,844.52,0,18,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199053,31-Oct-22,7,172334.35,28,172334.35,1770.56,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,0,1A
30070652,31-Oct-22,3,100000,8.38,100000,1027.4,0,21,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
100328993,31-Oct-22,10,65200,7.82,65200,669.86,0,20,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
80102488,31-Oct-22,8,30100,3.78,30100,309.25,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
70199063,31-Oct-22,7,125117.57,12.72,125117.57,1285.45,0,19,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
70199031,31-Oct-22,7,79699.13,8.12,79699.13,818.83,0,18,25,Pawning - Normal Scheme,F,Agriculture,Coconut,0,1A
70199044,31-Oct-22,7,200100,19.76,200100,2055.82,0,20,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
100329010,31-Oct-22,10,30500,6.99,30500,313.36,0,14,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
100329026,31-Oct-22,10,200200,20.84,200200,2056.85,0,19,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
100329031,31-Oct-22,10,37185,3.6,37185,382.04,0,18,25,Pawning - Normal Scheme,F,Agriculture,Tea,0,1A
70199052,31-Oct-22,7,200363.71,19.5,200363.71,2058.53,0,18,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
70199051,31-Oct-22,7,148569.17,14.25,148569.17,1526.4,0,18,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
70199029,31-Oct-22,7,308125.9,29.62,308125.9,3165.68,0,20,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
100329032,31-Oct-22,10,86083,10,86083,884.41,0,20,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
100329017,31-Oct-22,10,55520,5.03,55520,570.41,0,19,25,Pawning - Normal Scheme,F,Agriculture,Rubber,0,1A
50158499,31-Oct-22,5,50000,8.71,50000,513.7,0,16,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
30070642,31-Oct-22,3,385000,30.95,385000,3955.48,0,21.5,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
70199071,31-Oct-22,7,55100,7.45,55100,566.1,0,16,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
70199066,31-Oct-22,7,97250.83,8.37,97250.83,999.15,0,20,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
100328999,31-Oct-22,10,200100,22.87,200100,2055.82,0,19.5,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
60179894,31-Oct-22,6,50100,8.06,50100,514.73,0,19,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
100328994,31-Oct-22,10,232200,20.98,232200,2385.62,0,19,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
50158505,31-Oct-22,5,220000,20.25,220000,2260.27,0,20,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
70199030,31-Oct-22,7,469923.03,44.81,469923.03,4827.98,0,18,25,Pawning - Normal Scheme,F,Agriculture,Other Crops,0,1A
70199058,31-Oct-22,7,160100,14.06,160100,1644.86,0,20,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,0,1A
70199040,31-Oct-22,7,55829.71,11.88,55829.71,573.59,0,14,25,Pawning - Normal Scheme,F,Agriculture,House Repairs,0,1A
100329016,31-Oct-22,10,77000,8.27,77000,791.1,0,16,25,Pawning - Normal Scheme,M,Consumption,Consumption,0,1A
80102486,31-Oct-22,8,42211.93,5.66,42211.93,433.68,0,20,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
30070647,31-Oct-22,3,550000,47.7,550000,5650.68,0,20,25,Pawning - Normal Scheme,F,Consumption,Consumption,0,1A
20026703,31-Oct-22,2,100000,16.08,100000,1027.4,0,21,25,Pawning - Normal Scheme,M,Agriculture,House Repairs,0,1A
60179875,29-Oct-22,6,60000,5.83,60000,616.44,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,2,1A
70199025,29-Oct-22,7,252628.02,20.66,252628.02,2595.49,0,21,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,2,1A
70199008,29-Oct-22,7,70100,7.84,70100,720.21,0,20,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,2,1A
100328966,29-Oct-22,10,84523.4,8.09,84523.4,868.39,0,18,25,Pawning - Normal Scheme,F,Consumption,Consumption,2,1A
60179879,29-Oct-22,6,50000,9.87,50000,513.7,0,21,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,2,1A
100328967,29-Oct-22,10,70200,10.27,70200,721.23,0,20,25,Pawning - Normal Scheme,F,Consumption,Consumption,2,1A
60179872,29-Oct-22,6,39000,3.79,39000,400.68,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,2,1A
100328978,29-Oct-22,10,235100,22.18,235100,2415.41,0,18.5,25,Pawning - Normal Scheme,F,Agriculture,Other Crops,2,1A
100328979,29-Oct-22,10,250200,21.64,250200,2570.55,0,20,25,Pawning - Normal Scheme,F,Agriculture,Fishery,2,1A
60179878,29-Oct-22,6,48000,4,48000,493.15,0,21,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,2,1A
60179877,29-Oct-22,6,97000,8,97000,996.58,0,21,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,2,1A
70199020,29-Oct-22,7,182383.36,16.1,182383.36,1873.8,0,19,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,2,1A
100328962,29-Oct-22,10,30200,2.82,30200,310.27,0,19,25,Pawning - Normal Scheme,M,Consumption,Consumption,2,1A
70199009,29-Oct-22,7,10100,3.98,10100,103.77,0,21,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,2,1A
70199002,29-Oct-22,7,284410.06,31.84,279000,0,5410.06,19,25,Pawning - Normal Scheme,M,Agriculture,Agriculture Others,2,1A
70199022,29-Oct-22,7,300100,28.4,300100,3083.22,0,18,25,Pawning - Normal Scheme,F,Agriculture,Agriculture Others,2,1A
100328965,29-Oct-22,10,150200,13.98,150200,1543.15,0,19,25,Pawning - Normal Scheme,F,Consumption,Consumption,2,1A
